Gene	Mutations	MutationFreq%	Lenght	Corrected
DNAH5	5	1.0080645161290325	321490	3.135601468565219e-06
DCC	5	1.0080645161290325	1195706	8.430705508954811e-07
TNS1	5	1.0080645161290325	234394	4.300726623245613e-06
ACAN	5	1.0080645161290325	71917	1.4017054606407835e-05
HTR1E	5	1.0080645161290325	79151	1.273596690034279e-05
PIK3CG	5	1.0080645161290325	43702	2.306678220971654e-05
SCN5A	5	1.0080645161290325	101630	9.91896601524188e-06
EP300	5	1.0080645161290325	87485	1.1522712649357402e-05
DCHS1	5	1.0080645161290325	34479	2.9237057807042903e-05
PCDH10	5	1.0080645161290325	59312	1.6995962303227547e-05
DNAH3	5	1.0080645161290325	226330	4.453958892453639e-06
COL7A1	5	1.0080645161290325	31256	3.2251872156674944e-05
MYH6	5	1.0080645161290325	26291	3.834257031413915e-05
LAMA4	4	0.8064516129032258	147008	5.485766848764868e-06
PCSK2	4	0.8064516129032258	258471	3.120085475365615e-06
OR4D5	4	0.8064516129032258	956	0.0008435686327439
ZNF462	4	0.8064516129032258	150468	5.35962206517815e-06
SYNE2	4	0.8064516129032258	464534	1.7360443216281818e-06
MYBPC3	4	0.8064516129032258	21296	3.7868689561571455e-05
STAT4	4	0.8064516129032258	122020	6.609175650739434e-06
LAMC1	4	0.8064516129032258	122172	6.600952860747355e-06
ABCA1	4	0.8064516129032258	147149	5.480510318814439e-06
CUL2	4	0.8064516129032258	118502	6.805383984263774e-06
AHNAK	4	0.8064516129032258	122693	6.57292276579125e-06
BIRC6	4	0.8064516129032258	262548	3.071634950192825e-06
PITRM1	4	0.8064516129032258	35113	2.296732301151214e-05
KRT78	4	0.8064516129032258	11288	7.144326832948492e-05
NEB	4	0.8064516129032258	249151	3.236798619725491e-06
DNAH2	4	0.8064516129032258	115998	6.952288943802702e-06
LTBP2	4	0.8064516129032258	114195	7.062057120742816e-06
SPTB	4	0.8064516129032258	133624	6.035230294731678e-06
CDH6	4	0.8064516129032258	135460	5.953429890028244e-06
MYBPC2	4	0.8064516129032258	33429	2.412431161276813e-05
SPHK2	4	0.8064516129032258	11426	7.058039671829387e-05
SPTBN1	4	0.8064516129032258	215129	3.748688521320816e-06
TJP2	4	0.8064516129032258	153351	5.258861128412764e-06
ZNF142	4	0.8064516129032258	26326	3.063327557939777e-05
CHD7	4	0.8064516129032258	189288	4.26044764012101e-06
MUC3A	4	0.8064516129032258	18813	4.286672050726762e-05
ERBB3	4	0.8064516129032258	26706	3.019739432723829e-05
NIPBL	4	0.8064516129032258	189644	4.252449921448746e-06
CUBN	4	0.8064516129032258	305845	2.636798420452274e-06
PCDHA5	4	0.8064516129032258	190743	4.227948668644332e-06
CNR1	4	0.8064516129032258	26483	3.045167137043484e-05
CELSR3	4	0.8064516129032258	26423	3.052081947179449e-05
ETV3	4	0.8064516129032258	17283	4.666155256050603e-05
PCDHA1	4	0.8064516129032258	226211	3.565041544855139e-06
DOCK10	4	0.8064516129032258	277378	2.907410151141135e-06
TBC1D2	4	0.8064516129032258	56638	1.4238702159384616e-05
CTC1	4	0.8064516129032258	23243	3.4696537146806595e-05
MYO3A	4	0.8064516129032258	278303	2.8977467469025693e-06
KANSL1	4	0.8064516129032258	195473	4.1256419705188224e-06
GAB2	4	0.8064516129032258	203055	3.971591996765535e-06
ZNF521	4	0.8064516129032258	290266	2.778319241327699e-06
KCND3	4	0.8064516129032258	219006	3.682326570519647e-06
ZFP28	4	0.8064516129032258	17860	4.515406567207312e-05
CNOT3	4	0.8064516129032258	17932	4.497276449382254e-05
ASIC4	4	0.8064516129032258	24602	3.2779920856159086e-05
RAPGEF6	4	0.8064516129032258	211310	3.8164384690891385e-06
PREX2	4	0.8064516129032258	284986	2.8297937895308044e-06
ZEB1	4	0.8064516129032258	211319	3.816275928351099e-06
MAP2	4	0.8064516129032258	310100	2.600617906814659e-06
CNTN6	4	0.8064516129032258	311559	2.588439470223058e-06
EPHA3	4	0.8064516129032258	374513	2.153334097623382e-06
WNK3	4	0.8064516129032258	165819	4.863445159500574e-06
MYH11	4	0.8064516129032258	153893	5.240339800401745e-06
HUWE1	4	0.8064516129032258	154656	5.214486427317568e-06
ITGA9	4	0.8064516129032258	371392	2.171429683200569e-06
EIF4G3	4	0.8064516129032258	370993	2.1737650384326003e-06
XYLT1	4	0.8064516129032258	369191	2.184375060343361e-06
MYH10	4	0.8064516129032258	157169	5.131111179069828e-06
ARHGEF19	4	0.8064516129032258	14798	5.449733834999499e-05
PCDHA9	4	0.8064516129032258	164575	4.900207278767892e-06
ALMS1	4	0.8064516129032258	239408	3.3685240798270144e-06
NTNG1	4	0.8064516129032258	344916	2.338110185967673e-06
GUCY1A2	4	0.8064516129032258	344457	2.341225792778854e-06
DAPK1	4	0.8064516129032258	211406	3.814705414714936e-06
ZNF827	4	0.8064516129032258	181196	4.450714215011511e-06
MYLK2	4	0.8064516129032258	15381	5.24316762826361e-05
CADM1	4	0.8064516129032258	335739	2.4020194642362844e-06
PCDHGA3	4	0.8064516129032258	169146	4.767784120837772e-06
DBH	4	0.8064516129032258	22966	3.511502276858076e-05
PCDHA8	4	0.8064516129032258	171160	4.71168271151686e-06
MYH2	4	0.8064516129032258	28552	2.824501306049404e-05
OR2M3	4	0.8064516129032258	15660	5.1497548716681086e-05
VWF	4	0.8064516129032258	175893	4.584898847044657e-06
ADAM23	4	0.8064516129032258	177595	4.540958996048457e-06
INSRR	4	0.8064516129032258	19054	4.232453095954791e-05
ADAMTS16	4	0.8064516129032258	179974	4.480933984371219e-06
NDST2	4	0.8064516129032258	9887	8.156686688613591e-05
OR6X1	4	0.8064516129032258	938	0.0008597565169543
POLR1A	4	0.8064516129032258	85939	9.38400042941186e-06
NRG1	4	0.8064516129032258	1216444	6.629582725577387e-07
SLIT3	4	0.8064516129032258	639406	1.2612512439721018e-06
ADAMTS13	4	0.8064516129032258	45044	1.7903641170926778e-05
KRT27	4	0.8064516129032258	5742	0.0001404478601364
NID2	4	0.8064516129032258	64250	1.25517760763148e-05
DSP	4	0.8064516129032258	45097	1.7882600015593626e-05
FGA	4	0.8064516129032258	7616	0.0001058891298454
MMP9	4	0.8064516129032258	7653	0.0001053771871035
UTRN	4	0.8064516129032258	567699	1.4205619754539392e-06
OTOA	4	0.8064516129032258	97967	8.23187004708959e-06
A1CF	4	0.8064516129032258	86266	9.348429426462637e-06
FAM83B	4	0.8064516129032258	98328	8.201647678211962e-06
PTPRU	4	0.8064516129032258	90297	8.93110084391758e-06
F5	4	0.8064516129032258	74637	1.0804984296035823e-05
STAT3	4	0.8064516129032258	75216	1.072180936108309e-05
LRRC41	4	0.8064516129032258	42420	1.901111770163192e-05
OCRL	4	0.8064516129032258	52712	1.529920346227094e-05
KRT25	4	0.8064516129032258	7310	0.0001103216980715
LILRB5	4	0.8064516129032258	7880	0.0001023415752415
ADGRB1	4	0.8064516129032258	95579	8.43753976190613e-06
ITGAL	4	0.8064516129032258	50909	1.5841042112459993e-05
IFT122	4	0.8064516129032258	90903	8.871562136598636e-06
EHHADH	4	0.8064516129032258	91366	8.826605224079261e-06
CD1B	4	0.8064516129032258	3580	0.0002252658136601
CAMTA1	4	0.8064516129032258	984252	8.193548124903234e-07
PCDHB6	4	0.8064516129032258	3230	0.0002496754219514
CPT1A	4	0.8064516129032258	89790	8.981530380924666e-06
CDH18	4	0.8064516129032258	1104577	7.300999503911686e-07
NOS2	4	0.8064516129032258	43763	1.842770406286648e-05
ARID1A	4	0.8064516129032258	88868	9.07471320276394e-06
ARSF	4	0.8064516129032258	71256	1.1317666061850592e-05
DNM1L	4	0.8064516129032258	66450	1.213621689846841e-05
IL1RAPL2	4	0.8064516129032258	1201630	6.711313906137712e-07
ATP2B3	4	0.8064516129032258	65297	1.2350515535219471e-05
ZFPM2	4	0.8064516129032258	1213806	6.643990991173431e-07
HRAS	4	0.8064516129032258	5079	0.0001587815737159
ADGRV1	4	0.8064516129032258	635093	1.2698165668700897e-06
C1S	4	0.8064516129032258	82773	9.74293082168371e-06
OR5L1	4	0.8064516129032258	1109	0.00072718810902
SNRNP200	4	0.8064516129032258	46933	1.7183039927198895e-05
FRAS1	4	0.8064516129032258	486946	1.6561417752753405e-06
DIDO1	4	0.8064516129032258	60214	1.3393091521958778e-05
NCAN	4	0.8064516129032258	40275	2.0023627880899465e-05
ZNFX1	4	0.8064516129032258	40480	1.9922223638913683e-05
TNFRSF21	4	0.8064516129032258	78373	1.0289916334748266e-05
SHANK1	4	0.8064516129032258	60547	1.3319431398801358e-05
HOXB13	4	0.8064516129032258	3987	0.0002022702816411
SIM1	4	0.8064516129032258	79912	1.00917460819805e-05
VRTN	4	0.8064516129032258	56939	1.4163431266850942e-05
TUBB4A	4	0.8064516129032258	8529	9.455406412278413e-05
ZNF208	4	0.8064516129032258	77991	1.0340316355774714e-05
ITIH2	4	0.8064516129032258	46204	1.7454151435010517e-05
KDM3B	4	0.8064516129032258	84343	9.56157135628595e-06
CNOT1	4	0.8064516129032258	109934	7.335779766980423e-06
SPEN	4	0.8064516129032258	104361	7.727519024379086e-06
LRP1	4	0.8064516129032258	84878	9.50130319874674e-06
KCNN1	4	0.8064516129032258	48792	1.6528357372176294e-05
PROS1	4	0.8064516129032258	106952	7.540313532268922e-06
IL6ST	4	0.8064516129032258	59927	1.3457233182091976e-05
UACA	4	0.8064516129032258	109004	7.398367150776355e-06
RELN	4	0.8064516129032258	518277	1.5560243130666145e-06
FN1	4	0.8064516129032258	75633	1.0662695026023371e-05
OR4A16	4	0.8064516129032258	986	0.0008179022443237
LRP4	4	0.8064516129032258	61925	1.3023037753786448e-05
OR10G8	4	0.8064516129032258	3836	0.0002102324329779
CDH4	4	0.8064516129032258	688356	1.1715618268791524e-06
KDR	4	0.8064516129032258	47114	1.711702705996574e-05
MTTP	3	0.6048387096774194	59916	1.0094777850280716e-05
POLR2B	3	0.6048387096774194	53436	1.1318936853009569e-05
ARHGAP21	3	0.6048387096774194	140278	4.311714664291046e-06
USP9X	3	0.6048387096774194	151134	4.002002922422614e-06
COL16A1	3	0.6048387096774194	52056	1.1619000877466946e-05
MTOR	3	0.6048387096774194	156021	3.876649359236381e-06
MYO9B	3	0.6048387096774194	138760	4.358883753800946e-06
PI4KA	3	0.6048387096774194	151726	3.986388026293578e-06
PHIP	3	0.6048387096774194	143868	4.204122596250864e-06
AKAP1	3	0.6048387096774194	36254	1.6683364861185508e-05
ATIC	3	0.6048387096774194	37817	1.5993831072729705e-05
ZNF398	3	0.6048387096774194	56626	1.0681289684551608e-05
IFI16	3	0.6048387096774194	55187	1.0959804114690405e-05
GALNT15	3	0.6048387096774194	57312	1.0553439239206788e-05
IRF4	3	0.6048387096774194	19704	3.0696239833405365e-05
LIG1	3	0.6048387096774194	55158	1.0965566367116637e-05
MLLT4	3	0.6048387096774194	145101	4.168397941278277e-06
FBXW11	3	0.6048387096774194	145324	4.162001525401305e-06
COL17A1	3	0.6048387096774194	54594	1.1078849501363142e-05
TAF1D	3	0.6048387096774194	54443	1.1109577166530487e-05
NOD1	3	0.6048387096774194	54257	1.1147662231185274e-05
SMAD4	3	0.6048387096774194	56651	1.067657604768529e-05
CDK13	3	0.6048387096774194	149459	4.046853716921826e-06
COL1A2	3	0.6048387096774194	36332	1.6647547882787056e-05
LPIN1	3	0.6048387096774194	149814	4.0372642722136745e-06
CALCR	3	0.6048387096774194	150244	4.0257095769376446e-06
CSTF3	3	0.6048387096774194	85183	7.100462647211525e-06
PROKR2	3	0.6048387096774194	17736	3.410231786634074e-05
TRAF3IP2	3	0.6048387096774194	51525	1.1738742545898484e-05
CEP76	3	0.6048387096774194	40944	1.4772340505994024e-05
UBTF	3	0.6048387096774194	16593	3.6451437936323714e-05
HCRTR2	3	0.6048387096774194	176157	3.433520721160211e-06
SF3B1	3	0.6048387096774194	46564	1.2989406186698294e-05
ZNF571	3	0.6048387096774194	40010	1.511718844482428e-05
PCDHA7	3	0.6048387096774194	178099	3.396081447270447e-06
ARID2	3	0.6048387096774194	178334	3.391606253868692e-06
SIRPA	3	0.6048387096774194	46425	1.3028297462087656e-05
SBF1	3	0.6048387096774194	40704	1.4859441570298236e-05
PIK3CB	3	0.6048387096774194	182230	3.31909515270493e-06
KRAS	3	0.6048387096774194	45690	1.3237879397623535e-05
CDH11	3	0.6048387096774194	182359	3.316747238564696e-06
IFT172	3	0.6048387096774194	45428	1.3314227121542209e-05
LRIF1	3	0.6048387096774194	16775	3.60559588481323e-05
ZSWIM8	3	0.6048387096774194	16191	3.735647641760357e-05
FANCB	3	0.6048387096774194	182867	3.3075333968262147e-06
GRIA2	3	0.6048387096774194	182964	3.3057798784319286e-06
HSD17B4	3	0.6048387096774194	184734	3.27410606427306e-06
EDRF1	3	0.6048387096774194	44628	1.3552897501062549e-05
TSC2	3	0.6048387096774194	41524	1.4566003026621216e-05
CHD4	3	0.6048387096774194	44442	1.360961949681426e-05
SNW1	3	0.6048387096774194	43608	1.3869902533420916e-05
TOP3A	3	0.6048387096774194	43579	1.38791323728727e-05
GALNS	3	0.6048387096774194	43236	1.3989238358715408e-05
AXL	3	0.6048387096774194	42543	1.4217114676384348e-05
MYOF	3	0.6048387096774194	175905	3.4384395536080237e-06
GALNT3	3	0.6048387096774194	47071	1.2849497773096373e-05
COL27A1	3	0.6048387096774194	156974	3.853113953122297e-06
CA2	3	0.6048387096774194	17525	3.45129078275275e-05
ARHGEF10L	3	0.6048387096774194	158176	3.823833638968107e-06
TTI1	3	0.6048387096774194	50454	1.1987923845035464e-05
TLE3	3	0.6048387096774194	50386	1.2004102522077944e-05
MTF1	3	0.6048387096774194	50018	1.2092420922016462e-05
WNK1	3	0.6048387096774194	158873	3.807057899563924e-06
PLA2G4A	3	0.6048387096774194	160032	3.779486038276216e-06
LCT	3	0.6048387096774194	49334	1.2260078438347171e-05
EFCAB7	3	0.6048387096774194	49321	1.2263309942568468e-05
CARD11	3	0.6048387096774194	138086	4.380159535922681e-06
PTPRA	3	0.6048387096774194	165656	3.651172970960421e-06
UNC13D	3	0.6048387096774194	17560	3.444411786317878e-05
ITGA2B	3	0.6048387096774194	17469	3.4623545118634114e-05
PCDHGA2	3	0.6048387096774194	174215	3.471794677136982e-06
LIMK1	3	0.6048387096774194	39592	1.527679101023993e-05
KEAP1	3	0.6048387096774194	17433	3.469504443741292e-05
GAD1	3	0.6048387096774194	47938	1.2617103543690167e-05
PPRC1	3	0.6048387096774194	17339	3.488313684049941e-05
GNRHR	3	0.6048387096774194	17270	3.502250779834507e-05
HKDC1	3	0.6048387096774194	47220	1.2808951920318072e-05
SMC2	3	0.6048387096774194	47159	1.28255202544036e-05
PPFIBP1	3	0.6048387096774194	172133	3.5137870697508284e-06
PIGQ	3	0.6048387096774194	17114	3.5341750010366915e-05
TRRAP	3	0.6048387096774194	172898	3.498240058748044e-06
FREM1	3	0.6048387096774194	173843	3.479223838045934e-06
FARP2	3	0.6048387096774194	138556	4.365301464226878e-06
CYFIP2	3	0.6048387096774194	129516	4.66999219924503e-06
INO80	3	0.6048387096774194	137400	4.402028454711931e-06
ATF7IP	3	0.6048387096774194	137255	4.4066788800219984e-06
HHIP	3	0.6048387096774194	99115	6.102393277278105e-06
ZFYVE16	3	0.6048387096774194	75366	8.025352409274995e-06
ITGB6	3	0.6048387096774194	100646	6.0095653049045104e-06
ITGA7	3	0.6048387096774194	31836	1.8998577386525296e-05
RYBP	3	0.6048387096774194	74796	8.086511440149464e-06
GGT5	3	0.6048387096774194	25454	2.3762029923682697e-05
IFT140	3	0.6048387096774194	101645	5.950501349573706e-06
ZNF99	3	0.6048387096774194	31968	1.892012980722658e-05
DDX60	3	0.6048387096774194	102592	5.895573823274908e-06
TUBGCP3	3	0.6048387096774194	103194	5.86118097638835e-06
SLITRK5	3	0.6048387096774194	24901	2.428973574062967e-05
USP48	3	0.6048387096774194	105308	5.743521001988636e-06
ALS2CL	3	0.6048387096774194	24709	2.4478477869497728e-05
TLE1	3	0.6048387096774194	105864	5.713355906421629e-06
UTP20	3	0.6048387096774194	106513	5.678543555034779e-06
LRRC8B	3	0.6048387096774194	73032	8.281831384563196e-06
BCL6	3	0.6048387096774194	24348	2.4841412423090987e-05
MYH9	3	0.6048387096774194	106730	5.666998123090221e-06
MAP3K10	3	0.6048387096774194	24149	2.5046118252408767e-05
CYB5R4	3	0.6048387096774194	107767	5.612466800388054e-06
ITGAM	3	0.6048387096774194	72925	8.293982991805545e-06
MYH13	3	0.6048387096774194	72265	8.369732369437755e-06
MUC6	3	0.6048387096774194	23895	2.531235445396189e-05
PCDHGC5	3	0.6048387096774194	23894	2.531341381423869e-05
CYP2C8	3	0.6048387096774194	32725	1.8482466300303112e-05
ZNF658	3	0.6048387096774194	75715	7.988360426301516e-06
TNC	3	0.6048387096774194	98632	6.132276641226168e-06
POLR3A	3	0.6048387096774194	76374	7.919432132367289e-06
UNC5B	3	0.6048387096774194	90294	6.69854818346091e-06
FLNC	3	0.6048387096774194	28868	2.09518743826181e-05
DMBT1	3	0.6048387096774194	83071	7.280985057088748e-06
ZNF182	3	0.6048387096774194	29138	2.0757729071227243e-05
GOLGB1	3	0.6048387096774194	86767	6.970838102935671e-06
SLC6A6	3	0.6048387096774194	86773	6.970356097834803e-06
SP4	3	0.6048387096774194	86779	6.96987415938671e-06
PIWIL2	3	0.6048387096774194	82252	7.353483315632682e-06
GABRG1	3	0.6048387096774194	88285	6.850979324657862e-06
HS6ST1	3	0.6048387096774194	82152	7.362434385984752e-06
PHC1	3	0.6048387096774194	27571	2.193749627062563e-05
KIF11	3	0.6048387096774194	81290	7.440505716292525e-06
COL11A2	3	0.6048387096774194	29818	2.028434870472263e-05
ATP1A3	3	0.6048387096774194	30915	1.9564570909830805e-05
TRIOBP	3	0.6048387096774194	79508	7.607268572689784e-06
RAB5C	3	0.6048387096774194	30066	2.0117032850309963e-05
IRAK2	3	0.6048387096774194	78826	7.67308641409458e-06
ARNTL2	3	0.6048387096774194	92435	6.543394922674521e-06
TRPM2	3	0.6048387096774194	92918	6.509381494192937e-06
AKT1	3	0.6048387096774194	26402	2.2908821667957708e-05
CR1L	3	0.6048387096774194	93303	6.482521566052746e-06
MYH1	3	0.6048387096774194	26235	2.305464873937181e-05
PLXNB1	3	0.6048387096774194	26232	2.3057285364342e-05
NUMA1	3	0.6048387096774194	77829	7.771379687229945e-06
CELSR2	3	0.6048387096774194	26212	2.3074878287708657e-05
HDAC6	3	0.6048387096774194	23605	2.562333021298112e-05
NUP160	3	0.6048387096774194	70468	8.583168383910702e-06
RPA1	3	0.6048387096774194	70380	8.593900393256883e-06
UBR2	3	0.6048387096774194	129476	4.67143493525765e-06
CDC42BPB	3	0.6048387096774194	125169	4.832176574690374e-06
MET	3	0.6048387096774194	126181	4.793421431732347e-06
PTPN5	3	0.6048387096774194	64793	9.334939108814522e-06
STIL	3	0.6048387096774194	64753	9.340705599391832e-06
GABRE	3	0.6048387096774194	21556	2.805894923350433e-05
PRPF8	3	0.6048387096774194	34238	1.7665713817320503e-05
TPR	3	0.6048387096774194	64041	9.444554421033703e-06
ATP6V1C2	3	0.6048387096774194	64010	9.44912841239524e-06
IL27RA	3	0.6048387096774194	21456	2.8189723605397997e-05
KCNA3	3	0.6048387096774194	21380	2.8289930293611757e-05
USP33	3	0.6048387096774194	63865	9.470581847293811e-06
ARHGAP5	3	0.6048387096774194	83614	7.23370140978089e-06
MMRN2	3	0.6048387096774194	33941	1.7820297271070954e-05
FZD6	3	0.6048387096774194	34433	1.7565669842227494e-05
LPA	3	0.6048387096774194	132793	4.554748440636324e-06
ERCC2	3	0.6048387096774194	21081	2.869117734820072e-05
NINL	3	0.6048387096774194	133937	4.515844835089776e-06
EIF2AK3	3	0.6048387096774194	134777	4.487699753499628e-06
PRKCZ	3	0.6048387096774194	134984	4.480817798238453e-06
TLN1	3	0.6048387096774194	35247	1.7160005381377688e-05
SEC16B	3	0.6048387096774194	60347	1.0022680658150683e-05
