Gene	Mutations	MutationFreq%	Lenght	Corrected
PCDH10	5	1.0080645161290325	59312	1.6995962303227547e-05
SPEG	5	1.0080645161290325	58786	1.714803722194115e-05
SIGLEC1	5	1.0080645161290325	25630	3.93314286433489e-05
PTEN	5	1.0080645161290325	109367	9.217264038777989e-06
MYH6	5	1.0080645161290325	26291	3.834257031413915e-05
SCN5A	5	1.0080645161290325	101630	9.91896601524188e-06
SZT2	5	1.0080645161290325	64365	1.566168750297572e-05
TIAM2	5	1.0080645161290325	425026	2.3717714119348754e-06
DNAH10	5	1.0080645161290325	173532	5.809098703000209e-06
LINGO2	5	1.0080645161290325	1275984	7.900291195885154e-07
EP300	5	1.0080645161290325	87485	1.1522712649357402e-05
IDH1	5	1.0080645161290325	29845	3.3776663298007445e-05
DCHS1	5	1.0080645161290325	34479	2.9237057807042903e-05
AKAP9	5	1.0080645161290325	169833	5.935622147221284e-06
SETD2	5	1.0080645161290325	147685	6.825774561594152e-06
DCC	5	1.0080645161290325	1195706	8.430705508954811e-07
MED15	5	1.0080645161290325	91719	1.099079270520865e-05
PCDHB12	5	1.0080645161290325	3874	0.0002602128332805
COL5A1	5	1.0080645161290325	203040	4.964856757924706e-06
LRRK2	5	1.0080645161290325	172541	5.842463623886684e-06
PIK3CG	5	1.0080645161290325	43702	2.306678220971654e-05
DYNC1H1	5	1.0080645161290325	91870	1.0972727943061198e-05
COL7A1	5	1.0080645161290325	31256	3.2251872156674944e-05
SMARCA1	5	1.0080645161290325	76999	1.3091916987610648e-05
SRCAP	5	1.0080645161290325	43200	2.3334826762246115e-05
SIPA1L3	5	1.0080645161290325	301161	3.34726115310094e-06
COL6A3	5	1.0080645161290325	90325	1.1160415346017518e-05
TNXB	5	1.0080645161290325	74181	1.3589254878325071e-05
KCNT2	5	1.0080645161290325	383446	2.6289608344565658e-06
KCNN1	4	0.8064516129032258	48792	1.6528357372176294e-05
ZNF521	4	0.8064516129032258	290266	2.778319241327699e-06
TJP2	4	0.8064516129032258	153351	5.258861128412764e-06
MYH11	4	0.8064516129032258	153893	5.240339800401745e-06
MUC3A	4	0.8064516129032258	18813	4.286672050726762e-05
DNAH2	4	0.8064516129032258	115998	6.952288943802702e-06
LRRC66	4	0.8064516129032258	26711	3.019174171327265e-05
INSRR	4	0.8064516129032258	19054	4.232453095954791e-05
VILL	4	0.8064516129032258	19129	4.2158587113974894e-05
SPTB	4	0.8064516129032258	133624	6.035230294731678e-06
ERBB3	4	0.8064516129032258	26706	3.019739432723829e-05
DHX30	4	0.8064516129032258	47286	1.705476489665495e-05
KDR	4	0.8064516129032258	47114	1.711702705996574e-05
ADAM23	4	0.8064516129032258	177595	4.540958996048457e-06
SDK1	4	0.8064516129032258	967748	8.333281111438368e-07
HUWE1	4	0.8064516129032258	154656	5.214486427317568e-06
CNR1	4	0.8064516129032258	26483	3.045167137043484e-05
SPEN	4	0.8064516129032258	104361	7.727519024379086e-06
CAMTA1	4	0.8064516129032258	984252	8.193548124903234e-07
ADAMTS16	4	0.8064516129032258	179974	4.480933984371219e-06
UFL1	4	0.8064516129032258	33681	2.394381440287479e-05
MAP2	4	0.8064516129032258	310100	2.600617906814659e-06
CDH18	4	0.8064516129032258	1104577	7.300999503911686e-07
MYH2	4	0.8064516129032258	28552	2.824501306049404e-05
OTOA	4	0.8064516129032258	97967	8.23187004708959e-06
PCSK2	4	0.8064516129032258	258471	3.120085475365615e-06
KIF16B	4	0.8064516129032258	301344	2.676182744316216e-06
ZNF827	4	0.8064516129032258	181196	4.450714215011511e-06
ITGAL	4	0.8064516129032258	50909	1.5841042112459993e-05
ZZEF1	4	0.8064516129032258	138585	5.819183987467806e-06
CDH4	4	0.8064516129032258	688356	1.1715618268791524e-06
ZFP28	4	0.8064516129032258	17860	4.515406567207312e-05
FAM83B	4	0.8064516129032258	98328	8.201647678211962e-06
LAMA4	4	0.8064516129032258	147008	5.485766848764868e-06
CNOT3	4	0.8064516129032258	17932	4.497276449382254e-05
SI	4	0.8064516129032258	99598	8.097066335701779e-06
ABCA1	4	0.8064516129032258	147149	5.480510318814439e-06
WDFY3	4	0.8064516129032258	297925	2.706894731570784e-06
CELSR3	4	0.8064516129032258	26423	3.052081947179449e-05
ZNF462	4	0.8064516129032258	150468	5.35962206517815e-06
CDH6	4	0.8064516129032258	135460	5.953429890028244e-06
MYBPC2	4	0.8064516129032258	33429	2.412431161276813e-05
SNRNP200	4	0.8064516129032258	46933	1.7183039927198895e-05
PROS1	4	0.8064516129032258	106952	7.540313532268922e-06
ZFPM2	4	0.8064516129032258	1213806	6.643990991173431e-07
EIF4G3	4	0.8064516129032258	370993	2.1737650384326003e-06
NTNG1	4	0.8064516129032258	344916	2.338110185967673e-06
PCDHGA3	4	0.8064516129032258	169146	4.767784120837772e-06
NOS2	4	0.8064516129032258	43763	1.842770406286648e-05
LAMC1	4	0.8064516129032258	122172	6.600952860747355e-06
MYO3A	4	0.8064516129032258	278303	2.8977467469025693e-06
STAT4	4	0.8064516129032258	122020	6.609175650739434e-06
DNAJC13	4	0.8064516129032258	121530	6.635823359690824e-06
VPS13B	4	0.8064516129032258	864314	9.330539744852286e-07
CUL2	4	0.8064516129032258	118502	6.805383984263774e-06
ITGA9	4	0.8064516129032258	371392	2.171429683200569e-06
DOCK10	4	0.8064516129032258	277378	2.907410151141135e-06
LTBP2	4	0.8064516129032258	114195	7.062057120742816e-06
MYBPC3	4	0.8064516129032258	21296	3.7868689561571455e-05
PCDHA9	4	0.8064516129032258	164575	4.900207278767892e-06
XYLT1	4	0.8064516129032258	369191	2.184375060343361e-06
TMEM132D	4	0.8064516129032258	832300	9.689434253312818e-07
EPG5	4	0.8064516129032258	166748	4.836349538844399e-06
LRRC41	4	0.8064516129032258	42420	1.901111770163192e-05
NCAN	4	0.8064516129032258	40275	2.0023627880899465e-05
ZNFX1	4	0.8064516129032258	40480	1.9922223638913683e-05
ETV3	4	0.8064516129032258	17283	4.666155256050603e-05
FAM135B	4	0.8064516129032258	367238	2.1959917353411845e-06
CTC1	4	0.8064516129032258	23243	3.4696537146806595e-05
DBH	4	0.8064516129032258	22966	3.511502276858076e-05
EPHA3	4	0.8064516129032258	374513	2.153334097623382e-06
AHNAK	4	0.8064516129032258	122693	6.57292276579125e-06
VWF	4	0.8064516129032258	175893	4.584898847044657e-06
CADM1	4	0.8064516129032258	335739	2.4020194642362844e-06
BIRC6	4	0.8064516129032258	262548	3.071634950192825e-06
ZNF142	4	0.8064516129032258	26326	3.063327557939777e-05
NRG1	4	0.8064516129032258	1216444	6.629582725577387e-07
WNK3	4	0.8064516129032258	165819	4.863445159500574e-06
ATP10B	4	0.8064516129032258	289094	2.789582671737309e-06
ITIH2	4	0.8064516129032258	46204	1.7454151435010517e-05
UACA	4	0.8064516129032258	109004	7.398367150776355e-06
TACC2	4	0.8064516129032258	265382	3.038833126976305e-06
MYO18B	4	0.8064516129032258	288901	2.791446249418402e-06
PITRM1	4	0.8064516129032258	35113	2.296732301151214e-05
MYH10	4	0.8064516129032258	157169	5.131111179069828e-06
POSTN	4	0.8064516129032258	36261	2.224019229759868e-05
GUCY1A2	4	0.8064516129032258	344457	2.341225792778854e-06
DSP	4	0.8064516129032258	45097	1.7882600015593626e-05
TRPM3	4	0.8064516129032258	917844	8.786369066020215e-07
FILIP1L	4	0.8064516129032258	285702	2.822702021348208e-06
MAP1A	4	0.8064516129032258	20662	3.903066561335911e-05
PREX2	4	0.8064516129032258	284986	2.8297937895308044e-06
PCDHA8	4	0.8064516129032258	171160	4.71168271151686e-06
THSD7B	4	0.8064516129032258	912173	8.840994119571899e-07
ADAMTS13	4	0.8064516129032258	45044	1.7903641170926778e-05
CNOT1	4	0.8064516129032258	109934	7.335779766980423e-06
TENM2	4	0.8064516129032258	1285128	6.275262953598596e-07
ASIC4	4	0.8064516129032258	24602	3.2779920856159086e-05
ZNF208	4	0.8064516129032258	77991	1.0340316355774714e-05
CUBN	4	0.8064516129032258	305845	2.636798420452274e-06
VPS13C	4	0.8064516129032258	208084	3.875606067276801e-06
ZNF518A	4	0.8064516129032258	75573	1.067116050577886e-05
PDZRN3	4	0.8064516129032258	242510	3.3254365300533e-06
ARID1A	4	0.8064516129032258	88868	9.07471320276394e-06
MYT1L	4	0.8064516129032258	542551	1.4864070159362452e-06
SPHK2	4	0.8064516129032258	11426	7.058039671829387e-05
CPT1A	4	0.8064516129032258	89790	8.981530380924666e-06
SLIT3	4	0.8064516129032258	639406	1.2612512439721018e-06
ARHGEF19	4	0.8064516129032258	14798	5.449733834999499e-05
PTPRU	4	0.8064516129032258	90297	8.93110084391758e-06
NEB	4	0.8064516129032258	249151	3.236798619725491e-06
KNDC1	4	0.8064516129032258	66193	1.218333680152321e-05
IFT122	4	0.8064516129032258	90903	8.871562136598636e-06
MMP9	4	0.8064516129032258	7653	0.0001053771871035
EHHADH	4	0.8064516129032258	91366	8.826605224079261e-06
MCC	4	0.8064516129032258	466717	1.727924230107808e-06
GAB2	4	0.8064516129032258	203055	3.971591996765535e-06
RELN	4	0.8064516129032258	518277	1.5560243130666145e-06
PCDHA5	4	0.8064516129032258	190743	4.227948668644332e-06
KCND3	4	0.8064516129032258	219006	3.682326570519647e-06
HRAS	4	0.8064516129032258	5079	0.0001587815737159
SYNE2	4	0.8064516129032258	464534	1.7360443216281818e-06
USP31	4	0.8064516129032258	88046	9.159434987429592e-06
KANSL1	4	0.8064516129032258	195473	4.1256419705188224e-06
UTRN	4	0.8064516129032258	567699	1.4205619754539392e-06
SPTBN1	4	0.8064516129032258	215129	3.748688521320816e-06
LRP1	4	0.8064516129032258	84878	9.50130319874674e-06
PTK7	4	0.8064516129032258	85412	9.4419005866064e-06
DUS3L	4	0.8064516129032258	6393	0.0001261460367438
NID2	4	0.8064516129032258	64250	1.25517760763148e-05
POLR1A	4	0.8064516129032258	85939	9.38400042941186e-06
CROCC	4	0.8064516129032258	232691	3.4657619456843017e-06
F5	4	0.8064516129032258	74637	1.0804984296035823e-05
A1CF	4	0.8064516129032258	86266	9.348429426462637e-06
CHD1	4	0.8064516129032258	75022	1.0749534975116976e-05
KDM3B	4	0.8064516129032258	84343	9.56157135628595e-06
FRY	4	0.8064516129032258	452412	1.7825601728142177e-06
LILRB5	4	0.8064516129032258	7880	0.0001023415752415
C1S	4	0.8064516129032258	82773	9.74293082168371e-06
STAT3	4	0.8064516129032258	75216	1.072180936108309e-05
ARSF	4	0.8064516129032258	71256	1.1317666061850592e-05
MYLK2	4	0.8064516129032258	15381	5.24316762826361e-05
FN1	4	0.8064516129032258	75633	1.0662695026023371e-05
NIPBL	4	0.8064516129032258	189644	4.252449921448746e-06
SHANK1	4	0.8064516129032258	60547	1.3319431398801358e-05
DNHD1	4	0.8064516129032258	96498	8.357184738577232e-06
IL6ST	4	0.8064516129032258	59927	1.3457233182091976e-05
OCRL	4	0.8064516129032258	52712	1.529920346227094e-05
HECTD4	4	0.8064516129032258	222251	3.628562359238995e-06
LYST	4	0.8064516129032258	222683	3.6215230300616833e-06
DIDO1	4	0.8064516129032258	60214	1.3393091521958778e-05
CHD5	4	0.8064516129032258	78534	1.02688213118296e-05
FRAS1	4	0.8064516129032258	486946	1.6561417752753405e-06
LRP4	4	0.8064516129032258	61925	1.3023037753786448e-05
ZC3H18	4	0.8064516129032258	61561	1.3100040819727196e-05
PCDHA1	4	0.8064516129032258	226211	3.565041544855139e-06
AMZ1	4	0.8064516129032258	95978	8.402463198891683e-06
PIEZO2	4	0.8064516129032258	483086	1.6693748378202345e-06
TNFRSF21	4	0.8064516129032258	78373	1.0289916334748266e-05
NDST2	4	0.8064516129032258	9887	8.156686688613591e-05
PKD1L1	4	0.8064516129032258	208264	3.872256428875013e-06
TUBB4A	4	0.8064516129032258	8529	9.455406412278413e-05
TBC1D2	4	0.8064516129032258	56638	1.4238702159384616e-05
HOXB13	4	0.8064516129032258	3987	0.0002022702816411
PCDHB6	4	0.8064516129032258	3230	0.0002496754219514
CD1B	4	0.8064516129032258	3580	0.0002252658136601
DNM1L	4	0.8064516129032258	66450	1.213621689846841e-05
ZEB1	4	0.8064516129032258	211319	3.816275928351099e-06
CHD7	4	0.8064516129032258	189288	4.26044764012101e-06
DAPK1	4	0.8064516129032258	211406	3.814705414714936e-06
RAPGEF6	4	0.8064516129032258	211310	3.8164384690891385e-06
ALMS1	4	0.8064516129032258	239408	3.3685240798270144e-06
COLGALT1	3	0.6048387096774194	27513	2.1983742582685253e-05
PDE1C	3	0.6048387096774194	676952	8.934735545170401e-07
TTI1	3	0.6048387096774194	50454	1.1987923845035464e-05
TNC	3	0.6048387096774194	98632	6.132276641226168e-06
MTUS2	3	0.6048387096774194	685608	8.821931915575947e-07
GLI2	3	0.6048387096774194	257030	2.3531833236486764e-06
SF3B1	3	0.6048387096774194	46564	1.2989406186698294e-05
ARNTL2	3	0.6048387096774194	92435	6.543394922674521e-06
COL4A5	3	0.6048387096774194	257707	2.3470014771714364e-06
PHC1	3	0.6048387096774194	27571	2.193749627062563e-05
HHIP	3	0.6048387096774194	99115	6.102393277278105e-06
IFI16	3	0.6048387096774194	55187	1.0959804114690405e-05
TNR	3	0.6048387096774194	428422	1.4117825641013285e-06
GRIP1	3	0.6048387096774194	721731	8.380389780644303e-07
GALNT15	3	0.6048387096774194	57312	1.0553439239206788e-05
HKDC1	3	0.6048387096774194	47220	1.2808951920318072e-05
SIRPA	3	0.6048387096774194	46425	1.3028297462087656e-05
CR1L	3	0.6048387096774194	93303	6.482521566052746e-06
SMAD4	3	0.6048387096774194	56651	1.067657604768529e-05
SMC2	3	0.6048387096774194	47159	1.28255202544036e-05
ANK3	3	0.6048387096774194	707192	8.552680314220458e-07
CAD	3	0.6048387096774194	26574	2.2760544505058303e-05
THSD4	3	0.6048387096774194	686431	8.811354814648805e-07
AKT1	3	0.6048387096774194	26402	2.2908821667957708e-05
ZNF398	3	0.6048387096774194	56626	1.0681289684551608e-05
NR3C2	3	0.6048387096774194	365936	1.6528538041554244e-06
ALDH1L1	3	0.6048387096774194	94432	6.405018528437599e-06
GALNT3	3	0.6048387096774194	47071	1.2849497773096373e-05
TRPM2	3	0.6048387096774194	92918	6.509381494192937e-06
MYH1	3	0.6048387096774194	26235	2.305464873937181e-05
PLXNB1	3	0.6048387096774194	26232	2.3057285364342e-05
ULK4	3	0.6048387096774194	715531	8.453004966625056e-07
ITGAM	3	0.6048387096774194	72925	8.293982991805545e-06
ADAM12	3	0.6048387096774194	376096	1.6082029845502728e-06
JAK1	3	0.6048387096774194	234531	2.578928626396593e-06
PTCH2	3	0.6048387096774194	23409	2.5837870463386704e-05
CNNM4	3	0.6048387096774194	50972	1.1866097262760328e-05
BBS9	3	0.6048387096774194	767623	7.879371901016766e-07
VAV3	3	0.6048387096774194	394019	1.5350496033882106e-06
MTF1	3	0.6048387096774194	50018	1.2092420922016462e-05
TRAF3IP2	3	0.6048387096774194	51525	1.1738742545898484e-05
HDAC6	3	0.6048387096774194	23605	2.562333021298112e-05
GAD1	3	0.6048387096774194	47938	1.2617103543690167e-05
GRIK1	3	0.6048387096774194	403100	1.5004681460615712e-06
COL16A1	3	0.6048387096774194	52056	1.1619000877466946e-05
PCDHGC5	3	0.6048387096774194	23894	2.531341381423869e-05
MUC6	3	0.6048387096774194	23895	2.531235445396189e-05
TUBGCP3	3	0.6048387096774194	103194	5.86118097638835e-06
ZFAT	3	0.6048387096774194	235261	2.570926374016175e-06
IGDCC3	3	0.6048387096774194	50875	1.188872156614092e-05
NBAS	3	0.6048387096774194	394424	1.533473393296096e-06
SLC5A5	3	0.6048387096774194	23229	2.603808642978257e-05
NTRK3	3	0.6048387096774194	397040	1.5233697100479028e-06
KIF18B	3	0.6048387096774194	23064	2.6224363062669933e-05
USP48	3	0.6048387096774194	105308	5.743521001988636e-06
MYH7	3	0.6048387096774194	22920	2.638912345887519e-05
DTNA	3	0.6048387096774194	398553	1.5175866438777762e-06
CPT1C	3	0.6048387096774194	22833	2.648967326577407e-05
SHANK2	3	0.6048387096774194	784723	7.707671492710413e-07
TLE1	3	0.6048387096774194	105864	5.713355906421629e-06
KCNK2	3	0.6048387096774194	231315	2.614783778299805e-06
SYT9	3	0.6048387096774194	230265	2.6267070969423027e-06
UTP20	3	0.6048387096774194	106513	5.678543555034779e-06
MYH9	3	0.6048387096774194	106730	5.666998123090221e-06
TLE3	3	0.6048387096774194	50386	1.2004102522077944e-05
FBN2	3	0.6048387096774194	401276	1.507288523802618e-06
LMTK2	3	0.6048387096774194	102776	5.8850189701624825e-06
MAP3K10	3	0.6048387096774194	24149	2.5046118252408767e-05
CRB2	3	0.6048387096774194	24154	2.5040933579424505e-05
ATP2B2	3	0.6048387096774194	383984	1.5751664383865458e-06
LIG1	3	0.6048387096774194	55158	1.0965566367116637e-05
ANK1	3	0.6048387096774194	243521	2.4837230040835056e-06
RPTOR	3	0.6048387096774194	421552	1.4347902742186477e-06
NCOR2	3	0.6048387096774194	243197	2.487031952192746e-06
GABBR2	3	0.6048387096774194	420826	1.4372655436627474e-06
COL17A1	3	0.6048387096774194	54594	1.1078849501363142e-05
TAF1D	3	0.6048387096774194	54443	1.1109577166530487e-05
LRIG3	3	0.6048387096774194	48355	1.2508297170456404e-05
GGT5	3	0.6048387096774194	25454	2.3762029923682697e-05
TIAM1	3	0.6048387096774194	441561	1.3697738470503947e-06
KIF21B	3	0.6048387096774194	54324	1.1133913365684033e-05
NOD1	3	0.6048387096774194	54257	1.1147662231185274e-05
CDCA2	3	0.6048387096774194	48712	1.241662649198184e-05
BRINP3	3	0.6048387096774194	380746	1.588562216484006e-06
PHKB	3	0.6048387096774194	240400	2.515968010305405e-06
DDX60	3	0.6048387096774194	102592	5.895573823274908e-06
ITGB6	3	0.6048387096774194	100646	6.0095653049045104e-06
GRIK3	3	0.6048387096774194	238988	2.530832969343312e-06
PTPRG	3	0.6048387096774194	736040	8.217470649386165e-07
SLITRK5	3	0.6048387096774194	24901	2.428973574062967e-05
POLR2B	3	0.6048387096774194	53436	1.1318936853009569e-05
CCDC186	3	0.6048387096774194	53370	1.133293441404196e-05
IFT140	3	0.6048387096774194	101645	5.950501349573706e-06
KCNH8	3	0.6048387096774194	387132	1.562357825437885e-06
ALS2CL	3	0.6048387096774194	24709	2.4478477869497728e-05
ROR2	3	0.6048387096774194	387137	1.5623376470795075e-06
EFCAB7	3	0.6048387096774194	49321	1.2263309942568468e-05
BCL6	3	0.6048387096774194	24348	2.4841412423090987e-05
APBB2	3	0.6048387096774194	406687	1.487233940788418e-06
SLC16A6	3	0.6048387096774194	24241	2.4951062649124185e-05
AMDHD1	3	0.6048387096774194	25389	2.3822864613707486e-05
MKI67	3	0.6048387096774194	29764	2.0321150036198744e-05
NHS	3	0.6048387096774194	360794	1.676410111247469e-06
TRIOBP	3	0.6048387096774194	79508	7.607268572689784e-06
MED13L	3	0.6048387096774194	319788	1.8913740030189357e-06
FRMD3	3	0.6048387096774194	295556	2.046443684707532e-06
NUMA1	3	0.6048387096774194	77829	7.771379687229945e-06
TTLL5	3	0.6048387096774194	321454	1.881571576889444e-06
CENPP	3	0.6048387096774194	294576	2.0532518252587427e-06
IRAK2	3	0.6048387096774194	78826	7.67308641409458e-06
ZNF571	3	0.6048387096774194	40010	1.511718844482428e-05
PDGFRA	3	0.6048387096774194	68965	8.770227067025583e-06
DOT1L	3	0.6048387096774194	68645	8.811110928362144e-06
DOCK1	3	0.6048387096774194	547108	1.1055197688160643e-06
TLN1	3	0.6048387096774194	35247	1.7160005381377688e-05
NUP133	3	0.6048387096774194	68082	8.883973879695359e-06
KCNK5	3	0.6048387096774194	40504	1.4932814281982503e-05
SBF1	3	0.6048387096774194	40704	1.4859441570298236e-05
ATP8B4	3	0.6048387096774194	324579	1.863456075955066e-06
AKAP1	3	0.6048387096774194	36254	1.6683364861185508e-05
KIF26B	3	0.6048387096774194	554447	1.090886432206179e-06
CEP76	3	0.6048387096774194	40944	1.4772340505994024e-05
SLC9A5	3	0.6048387096774194	34508	1.752749245616725e-05
